Tag|Name|Keyword|VR|VM|Status
30060039|RoiContourSequence|ROI​Contour​Sequence|SQ|1|
30060040|ContourSequence|Contour​Sequence|SQ|1|
30060042|ContourGeometricType|Contour​Geometric​Type|CS|1|
30060044|ContourSlabThickness|Contour​Slab​Thickness|DS|1|RET (2020e)
30060045|ContourOffsetVector|Contour​Offset​Vector|DS|3|RET (2020e)
30060046|NumberOfContourPoints|Number​Of​Contour​Points|IS|1|
30060048|ContourNumber|Contour​Number|IS|1|
30060049|AttachedContours|Attached​Contours|IS|1-n|RET (2020e)
3006004A|SourcePixelPlanesCharacteristicsSequence|Source​Pixel​Planes​Characteristics​Sequence|SQ|1|
30060050|ContourData|Contour​Data|DS|3-3n|
30060080|RtRoiObservationsSequence|RTROI​Observations​Sequence|SQ|1|
30060082|ObservationNumber|Observation​Number|IS|1|
30060084|ReferencedRoiNumber|Referenced​ROI​Number|IS|1|
30060085|RoiObservationLabel|ROI​Observation​Label|SH|1|RET (2022b)
30060086|RtRoiIdentificationCodeSequence|RTROI​Identification​Code​Sequence|SQ|1|
30060088|RoiObservationDescription|ROI​Observation​Description|ST|1|RET (2022b)
300600A0|RelatedRtRoiObservationsSequence|Related​RTROI​Observations​Sequence|SQ|1|
300600A4|RtRoiInterpretedType|RTROI​Interpreted​Type|CS|1|
300600A6|RoiInterpreter|ROI​Interpreter|PN|1|
300600B0|RoiPhysicalPropertiesSequence|ROI​Physical​Properties​Sequence|SQ|1|
300600B2|RoiPhysicalProperty|ROI​Physical​Property|CS|1|
300600B4|RoiPhysicalPropertyValue|ROI​Physical​Property​Value|DS|1|
300600B6|RoiElementalCompositionSequence|ROI​Elemental​Composition​Sequence|SQ|1|
300600B7|RoiElementalCompositionAtomicNumber|ROI​Elemental​Composition​Atomic​Number|US|1|
300600B8|RoiElementalCompositionAtomicMassFraction|ROI​Elemental​Composition​Atomic​Mass​Fraction|FL|1|
300600B9|AdditionalRtRoiIdentificationCodeSequence|Additional​RT​ROI​Identification​Code​Sequence|SQ|1|RET (2016c)
300600C0|FrameOfReferenceRelationshipSequence|Frame​Of​Reference​Relationship​Sequence|SQ|1|RET (2011)
300600C2|RelatedFrameOfReferenceUid|Related​Frame​Of​Reference​UID|UI|1|RET (2011)
300600C4|FrameOfReferenceTransformationType|Frame​Of​Reference​Transformation​Type|CS|1|RET (2011)
300600C6|FrameOfReferenceTransformationMatrix|Frame​Of​Reference​Transformation​Matrix|DS|16|
300600C8|FrameOfReferenceTransformationComment|Frame​Of​Reference​Transformation​Comment|LO|1|
300600C9|PatientLocationCoordinatesSequence|Patient​Location​Coordinates​Sequence|SQ|1|
300600CA|PatientLocationCoordinatesCodeSequence|Patient​Location​Coordinates​Code​Sequence|SQ|1|
300600CB|PatientSupportPositionSequence|Patient​Support​Position​Sequence|SQ|1|
30080010|MeasuredDoseReferenceSequence|Measured​Dose​Reference​Sequence|SQ|1|
30080012|MeasuredDoseDescription|Measured​Dose​Description|ST|1|
30080014|MeasuredDoseType|Measured​Dose​Type|CS|1|
30080016|MeasuredDoseValue|Measured​Dose​Value|DS|1|
30080020|TreatmentSessionBeamSequence|Treatment​Session​Beam​Sequence|SQ|1|
30080021|TreatmentSessionIonBeamSequence|Treatment​Session​Ion​Beam​Sequence|SQ|1|
30080022|CurrentFractionNumber|Current​Fraction​Number|IS|1|
30080024|TreatmentControlPointDate|Treatment​Control​Point​Date|DA|1|
30080025|TreatmentControlPointTime|Treatment​Control​Point​Time|TM|1|
3008002A|TreatmentTerminationStatus|Treatment​Termination​Status|CS|1|
3008002B|TreatmentTerminationCode|Treatment​Termination​Code|SH|1|RET (2023a)
3008002C|TreatmentVerificationStatus|Treatment​Verification​Status|CS|1|
30080030|ReferencedTreatmentRecordSequence|Referenced​Treatment​Record​Sequence|SQ|1|
30080032|SpecifiedPrimaryMeterset|Specified​Primary​Meterset|DS|1|
30080033|SpecifiedSecondaryMeterset|Specified​Secondary​Meterset|DS|1|
30080036|DeliveredPrimaryMeterset|Delivered​Primary​Meterset|DS|1|
30080037|DeliveredSecondaryMeterset|Delivered​Secondary​Meterset|DS|1|
3008003A|SpecifiedTreatmentTime|Specified​Treatment​Time|DS|1|
3008003B|DeliveredTreatmentTime|Delivered​Treatment​Time|DS|1|
30080040|ControlPointDeliverySequence|Control​Point​Delivery​Sequence|SQ|1|
30080041|IonControlPointDeliverySequence|Ion​Control​Point​Delivery​Sequence|SQ|1|
30080042|SpecifiedMeterset|Specified​Meterset|DS|1|
30080044|DeliveredMeterset|Delivered​Meterset|DS|1|
30080045|MetersetRateSet|Meterset​Rate​Set|FL|1|
30080046|MetersetRateDelivered|Meterset​Rate​Delivered|FL|1|
30080047|ScanSpotMetersetsDelivered|Scan​Spot​Metersets​Delivered|FL|1-n|
30080048|DoseRateDelivered|Dose​Rate​Delivered|DS|1|
30080050|TreatmentSummaryCalculatedDoseReferenceSequence|Treatment​Summary​Calculated​Dose​Reference​Sequence|SQ|1|
30080052|CumulativeDoseToDoseReference|Cumulative​Dose​To​Dose​Reference|DS|1|
30080054|FirstTreatmentDate|First​Treatment​Date|DA|1|
30080056|MostRecentTreatmentDate|Most​Recent​Treatment​Date|DA|1|
3008005A|NumberOfFractionsDelivered|Number​Of​Fractions​Delivered|IS|1|
30080060|OverrideSequence|Override​Sequence|SQ|1|
30080061|ParameterSequencePointer|Parameter​Sequence​Pointer|AT|1|
30080062|OverrideParameterPointer|Override​Parameter​Pointer|AT|1|
30080063|ParameterItemIndex|Parameter​Item​Index|IS|1|
30080064|MeasuredDoseReferenceNumber|Measured​Dose​Reference​Number|IS|1|
30080065|ParameterPointer|Parameter​Pointer|AT|1|
30080066|OverrideReason|Override​Reason|ST|1|
30080067|ParameterValueNumber|Parameter​Value​Number|US|1|
30080068|CorrectedParameterSequence|Corrected​Parameter​Sequence|SQ|1|
3008006A|CorrectionValue|Correction​Value|FL|1|
30080070|CalculatedDoseReferenceSequence|Calculated​Dose​Reference​Sequence|SQ|1|
30080072|CalculatedDoseReferenceNumber|Calculated​Dose​Reference​Number|IS|1|
30080074|CalculatedDoseReferenceDescription|Calculated​Dose​Reference​Description|ST|1|
30080076|CalculatedDoseReferenceDoseValue|Calculated​Dose​Reference​Dose​Value|DS|1|
30080078|StartMeterset|Start​Meterset|DS|1|
3008007A|EndMeterset|End​Meterset|DS|1|
30080080|ReferencedMeasuredDoseReferenceSequence|Referenced​Measured​Dose​Reference​Sequence|SQ|1|
30080082|ReferencedMeasuredDoseReferenceNumber|Referenced​Measured​Dose​Reference​Number|IS|1|
30080090|ReferencedCalculatedDoseReferenceSequence|Referenced​Calculated​Dose​Reference​Sequence|SQ|1|
30080092|ReferencedCalculatedDoseReferenceNumber|Referenced​Calculated​Dose​Reference​Number|IS|1|
300800A0|BeamLimitingDeviceLeafPairsSequence|Beam​Limiting​Device​Leaf​Pairs​Sequence|SQ|1|
300800A1|EnhancedRtBeamLimitingDeviceSequence|Enhanced​RT​Beam​Limiting​Device​Sequence|SQ|1|
300800A2|EnhancedRtBeamLimitingOpeningSequence|Enhanced​RT​Beam​Limiting​Opening​Sequence|SQ|1|
300800A3|EnhancedRtBeamLimitingDeviceDefinitionFlag|Enhanced​RT​Beam​Limiting​Device​Definition​Flag|CS|1|
300800A4|ParallelRtBeamDelimiterOpeningExtents|Parallel​RT​Beam​Delimiter​Opening​Extents|FD|2-2n|
300800B0|RecordedWedgeSequence|Recorded​Wedge​Sequence|SQ|1|
300800C0|RecordedCompensatorSequence|Recorded​Compensator​Sequence|SQ|1|
300800D0|RecordedBlockSequence|Recorded​Block​Sequence|SQ|1|
300800D1|RecordedBlockSlabSequence|Recorded​Block​Slab​Sequence|SQ|1|
300800E0|TreatmentSummaryMeasuredDoseReferenceSequence|Treatment​Summary​Measured​Dose​Reference​Sequence|SQ|1|
300800F0|RecordedSnoutSequence|Recorded​Snout​Sequence|SQ|1|
300800F2|RecordedRangeShifterSequence|Recorded​Range​Shifter​Sequence|SQ|1|
300800F4|RecordedLateralSpreadingDeviceSequence|Recorded​Lateral​Spreading​Device​Sequence|SQ|1|
300800F6|RecordedRangeModulatorSequence|Recorded​Range​Modulator​Sequence|SQ|1|
30080100|RecordedSourceSequence|Recorded​Source​Sequence|SQ|1|
30080105|SourceSerialNumber|Source​Serial​Number|LO|1|
30080110|TreatmentSessionApplicationSetupSequence|Treatment​Session​Application​Setup​Sequence|SQ|1|
30080116|ApplicationSetupCheck|Application​Setup​Check|CS|1|
30080120|RecordedBrachyAccessoryDeviceSequence|Recorded​Brachy​Accessory​Device​Sequence|SQ|1|
30080122|ReferencedBrachyAccessoryDeviceNumber|Referenced​Brachy​Accessory​Device​Number|IS|1|
30080130|RecordedChannelSequence|Recorded​Channel​Sequence|SQ|1|
30080132|SpecifiedChannelTotalTime|Specified​Channel​Total​Time|DS|1|
30080134|DeliveredChannelTotalTime|Delivered​Channel​Total​Time|DS|1|
30080136|SpecifiedNumberOfPulses|Specified​Number​Of​Pulses|IS|1|
30080138|DeliveredNumberOfPulses|Delivered​Number​Of​Pulses|IS|1|
3008013A|SpecifiedPulseRepetitionInterval|Specified​Pulse​Repetition​Interval|DS|1|
3008013C|DeliveredPulseRepetitionInterval|Delivered​Pulse​Repetition​Interval|DS|1|
30080140|RecordedSourceApplicatorSequence|Recorded​Source​Applicator​Sequence|SQ|1|
30080142|ReferencedSourceApplicatorNumber|Referenced​Source​Applicator​Number|IS|1|
30080150|RecordedChannelShieldSequence|Recorded​Channel​Shield​Sequence|SQ|1|
30080152|ReferencedChannelShieldNumber|Referenced​Channel​Shield​Number|IS|1|
30080160|BrachyControlPointDeliveredSequence|Brachy​Control​Point​Delivered​Sequence|SQ|1|
30080162|SafePositionExitDate|Safe​Position​Exit​Date|DA|1|
30080164|SafePositionExitTime|Safe​Position​Exit​Time|TM|1|
30080166|SafePositionReturnDate|Safe​Position​Return​Date|DA|1|
30080168|SafePositionReturnTime|Safe​Position​Return​Time|TM|1|
30080171|PulseSpecificBrachyControlPointDeliveredSequence|Pulse​Specific​Brachy​Control​Point​Delivered​Sequence|SQ|1|
30080172|PulseNumber|Pulse​Number|US|1|
30080173|BrachyPulseControlPointDeliveredSequence|Brachy​Pulse​Control​Point​Delivered​Sequence|SQ|1|
30080200|CurrentTreatmentStatus|Current​Treatment​Status|CS|1|
30080202|TreatmentStatusComment|Treatment​Status​Comment|ST|1|
30080220|FractionGroupSummarySequence|Fraction​Group​Summary​Sequence|SQ|1|
30080223|ReferencedFractionNumber|Referenced​Fraction​Number|IS|1|
30080224|FractionGroupType|Fraction​Group​Type|CS|1|
30080230|BeamStopperPosition|Beam​Stopper​Position|CS|1|
30080240|FractionStatusSummarySequence|Fraction​Status​Summary​Sequence|SQ|1|
30080250|TreatmentDate|Treatment​Date|DA|1|
30080251|TreatmentTime|Treatment​Time|TM|1|
300A0002|RtPlanLabel|RT​Plan​Label|SH|1|
300A0003|RtPlanName|RT​Plan​Name|LO|1|
300A0004|RtPlanDescription|RT​Plan​Description|ST|1|
300A0006|RtPlanDate|RT​Plan​Date|DA|1|
300A0007|RtPlanTime|RT​Plan​Time|TM|1|
300A0009|TreatmentProtocols|Treatment​Protocols|LO|1-n|
300A000A|PlanIntent|Plan​Intent|CS|1|
300A000B|TreatmentSites|Treatment​Sites|LO|1-n|RET (2021e)
300A000C|RtPlanGeometry|RT​Plan​Geometry|CS|1|
300A000E|PrescriptionDescription|Prescription​Description|ST|1|
300A0010|DoseReferenceSequence|Dose​Reference​Sequence|SQ|1|
300A0012|DoseReferenceNumber|Dose​Reference​Number|IS|1|
300A0013|DoseReferenceUid|Dose​Reference​UID|UI|1|
300A0014|DoseReferenceStructureType|Dose​Reference​Structure​Type|CS|1|
300A0015|NominalBeamEnergyUnit|Nominal​Beam​Energy​Unit|CS|1|
300A0016|DoseReferenceDescription|Dose​Reference​Description|LO|1|
300A0018|DoseReferencePointCoordinates|Dose​Reference​Point​Coordinates|DS|3|
300A001A|NominalPriorDose|Nominal​Prior​Dose|DS|1|
300A0020|DoseReferenceType|Dose​Reference​Type|CS|1|
300A0021|ConstraintWeight|Constraint​Weight|DS|1|
300A0022|DeliveryWarningDose|Delivery​Warning​Dose|DS|1|
300A0023|DeliveryMaximumDose|Delivery​Maximum​Dose|DS|1|
300A0025|TargetMinimumDose|Target​Minimum​Dose|DS|1|
300A0026|TargetPrescriptionDose|Target​Prescription​Dose|DS|1|
300A0027|TargetMaximumDose|Target​Maximum​Dose|DS|1|
300A0028|TargetUnderdoseVolumeFraction|Target​Underdose​Volume​Fraction|DS|1|
300A002A|OrganAtRiskFull-VolumeDose|Organ​At​Risk​Full​Volume​Dose|DS|1|
300A002B|OrganAtRiskLimitDose|Organ​At​Risk​Limit​Dose|DS|1|
300A002C|OrganAtRiskMaximumDose|Organ​At​Risk​Maximum​Dose|DS|1|
300A002D|OrganAtRiskOverdoseVolumeFraction|Organ​At​Risk​Overdose​Volume​Fraction|DS|1|
300A0040|ToleranceTableSequence|Tolerance​Table​Sequence|SQ|1|
300A0042|ToleranceTableNumber|Tolerance​Table​Number|IS|1|
300A0043|ToleranceTableLabel|Tolerance​Table​Label|SH|1|
300A0044|GantryAngleTolerance|Gantry​Angle​Tolerance|DS|1|
300A0046|BeamLimitingDeviceAngleTolerance|Beam​Limiting​Device​Angle​Tolerance|DS|1|
300A0048|BeamLimitingDeviceToleranceSequence|Beam​Limiting​Device​Tolerance​Sequence|SQ|1|
300A004A|BeamLimitingDevicePositionTolerance|Beam​Limiting​Device​Position​Tolerance|DS|1|
300A004B|SnoutPositionTolerance|Snout​Position​Tolerance|FL|1|
300A004C|PatientSupportAngleTolerance|Patient​Support​Angle​Tolerance|DS|1|
300A004E|TableTopEccentricAngleTolerance|Table​Top​Eccentric​Angle​Tolerance|DS|1|
300A004F|TableTopPitchAngleTolerance|Table​Top​Pitch​Angle​Tolerance|FL|1|
300A0050|TableTopRollAngleTolerance|Table​Top​Roll​Angle​Tolerance|FL|1|
300A0051|TableTopVerticalPositionTolerance|Table​Top​Vertical​Position​Tolerance|DS|1|
300A0052|TableTopLongitudinalPositionTolerance|Table​Top​Longitudinal​Position​Tolerance|DS|1|
300A0053|TableTopLateralPositionTolerance|Table​Top​Lateral​Position​Tolerance|DS|1|
300A0055|RtPlanRelationship|RT​Plan​Relationship|CS|1|
300A0070|FractionGroupSequence|Fraction​Group​Sequence|SQ|1|
300A0071|FractionGroupNumber|Fraction​Group​Number|IS|1|
300A0072|FractionGroupDescription|Fraction​Group​Description|LO|1|
300A0078|NumberOfFractionsPlanned|Number​Of​Fractions​Planned|IS|1|
300A0079|NumberOfFractionPatternDigitsPerDay|Number​Of​Fraction​Pattern​Digits​Per​Day|IS|1|
300A007A|RepeatFractionCycleLength|Repeat​Fraction​Cycle​Length|IS|1|
300A007B|FractionPattern|Fraction​Pattern|LT|1|
300A0080|NumberOfBeams|Number​Of​Beams|IS|1|
300A0082|BeamDoseSpecificationPoint|Beam​Dose​Specification​Point|DS|3|RET (2019c)
300A0083|ReferencedDoseReferenceUid|Referenced​Dose​Reference​UID|UI|1|
300A0084|BeamDose|Beam​Dose|DS|1|
300A0086|BeamMeterset|Beam​Meterset|DS|1|
300A0088|BeamDosePointDepth|Beam​Dose​Point​Depth|FL|1|
300A0089|BeamDosePointEquivalentDepth|Beam​Dose​Point​Equivalent​Depth|FL|1|
300A008A|BeamDosePointSsd|Beam​Dose​Point​SSD|FL|1|
300A008B|BeamDoseMeaning|Beam​Dose​Meaning|CS|1|
300A008C|BeamDoseVerificationControlPointSequence|Beam​Dose​Verification​Control​Point​Sequence|SQ|1|
300A008D|AverageBeamDosePointDepth|Average​Beam​Dose​Point​Depth|FL|1|RET (2017c)
300A008E|AverageBeamDosePointEquivalentDepth|Average​Beam​Dose​Point​Equivalent​Depth|FL|1|RET (2017c)
300A008F|AverageBeamDosePointSsd|Average​Beam​Dose​Point​SSD|FL|1|RET (2017c)
300A0090|BeamDoseType|Beam​Dose​Type|CS|1|
300A0091|AlternateBeamDose|Alternate​Beam​Dose|DS|1|
300A0092|AlternateBeamDoseType|Alternate​Beam​Dose​Type|CS|1|
300A0093|DepthValueAveragingFlag|Depth​Value​Averaging​Flag|CS|1|
300A0094|BeamDosePointSourceToExternalContourDistance|Beam​Dose​Point​Source​To​External​Contour​Distance|DS|1|
300A00A0|NumberOfBrachyApplicationSetups|Number​Of​Brachy​Application​Setups|IS|1|
300A00A2|BrachyApplicationSetupDoseSpecificationPoint|Brachy​Application​Setup​Dose​Specification​Point|DS|3|
300A00A4|BrachyApplicationSetupDose|Brachy​Application​Setup​Dose|DS|1|
300A00B0|BeamSequence|Beam​Sequence|SQ|1|
300A00B2|TreatmentMachineName|Treatment​Machine​Name|SH|1|
300A00B3|PrimaryDosimeterUnit|Primary​Dosimeter​Unit|CS|1|
300A00B4|Source-AxisDistance|Source​Axis​Distance|DS|1|
300A00B6|BeamLimitingDeviceSequence|Beam​Limiting​Device​Sequence|SQ|1|
300A00B8|RtBeamLimitingDeviceType|RT​Beam​Limiting​Device​Type|CS|1|
300A00BA|SourceToBeamLimitingDeviceDistance|Source​To​Beam​Limiting​Device​Distance|DS|1|
300A00BB|IsocenterToBeamLimitingDeviceDistance|Isocenter​To​Beam​Limiting​Device​Distance|FL|1|
300A00BC|NumberOfLeaf/JawPairs|Number​Of​Leaf​Jaw​Pairs|IS|1|
300A00BE|LeafPositionBoundaries|Leaf​Position​Boundaries|DS|3-n|
300A00C0|BeamNumber|Beam​Number|IS|1|
300A00C2|BeamName|Beam​Name|LO|1|
300A00C3|BeamDescription|Beam​Description|ST|1|
300A00C4|BeamType|Beam​Type|CS|1|
300A00C5|BeamDeliveryDurationLimit|Beam​Delivery​Duration​Limit|FD|1|
300A00C6|RadiationType|Radiation​Type|CS|1|
300A00C7|High-DoseTechniqueType|High​Dose​Technique​Type|CS|1|
300A00C8|ReferenceImageNumber|Reference​Image​Number|IS|1|
300A00CA|PlannedVerificationImageSequence|Planned​Verification​Image​Sequence|SQ|1|
300A00CC|ImagingDevice-SpecificAcquisitionParameters|Imaging​Device​Specific​Acquisition​Parameters|LO|1-n|
300A00CE|TreatmentDeliveryType|Treatment​Delivery​Type|CS|1|
300A00D0|NumberOfWedges|Number​Of​Wedges|IS|1|
300A00D1|WedgeSequence|Wedge​Sequence|SQ|1|
300A00D2|WedgeNumber|Wedge​Number|IS|1|
300A00D3|WedgeType|Wedge​Type|CS|1|
300A00D4|WedgeId|Wedge​ID|SH|1|
300A00D5|WedgeAngle|Wedge​Angle|IS|1|
300A00D6|WedgeFactor|Wedge​Factor|DS|1|
300A00D7|TotalWedgeTrayWater-EquivalentThickness|Total​Wedge​Tray​Water​Equivalent​Thickness|FL|1|
300A00D8|WedgeOrientation|Wedge​Orientation|DS|1|
300A00D9|IsocenterToWedgeTrayDistance|Isocenter​To​Wedge​Tray​Distance|FL|1|
300A00DA|SourceToWedgeTrayDistance|Source​To​Wedge​Tray​Distance|DS|1|
300A00DB|WedgeThinEdgePosition|Wedge​Thin​Edge​Position|FL|1|
300A00DC|BolusId|Bolus​ID|SH|1|
300A00DD|BolusDescription|Bolus​Description|ST|1|
300A00DE|EffectiveWedgeAngle|Effective​Wedge​Angle|DS|1|
300A00E0|NumberOfCompensators|Number​Of​Compensators|IS|1|
300A00E1|MaterialId|Material​ID|SH|1|
300A00E2|TotalCompensatorTrayFactor|Total​Compensator​Tray​Factor|DS|1|
300A00E3|CompensatorSequence|Compensator​Sequence|SQ|1|
300A00E4|CompensatorNumber|Compensator​Number|IS|1|
300A00E5|CompensatorId|Compensator​ID|SH|1|
300A00E6|SourceToCompensatorTrayDistance|Source​To​Compensator​Tray​Distance|DS|1|
300A00E7|CompensatorRows|Compensator​Rows|IS|1|
300A00E8|CompensatorColumns|Compensator​Columns|IS|1|
300A00E9|CompensatorPixelSpacing|Compensator​Pixel​Spacing|DS|2|
300A00EA|CompensatorPosition|Compensator​Position|DS|2|
300A00EB|CompensatorTransmissionData|Compensator​Transmission​Data|DS|1-n|
300A00EC|CompensatorThicknessData|Compensator​Thickness​Data|DS|1-n|
300A00ED|NumberOfBoli|Number​Of​Boli|IS|1|
300A00EE|CompensatorType|Compensator​Type|CS|1|
300A00EF|CompensatorTrayId|Compensator​Tray​ID|SH|1|
300A00F0|NumberOfBlocks|Number​Of​Blocks|IS|1|
300A00F2|TotalBlockTrayFactor|Total​Block​Tray​Factor|DS|1|
300A00F3|TotalBlockTrayWater-EquivalentThickness|Total​Block​Tray​Water​Equivalent​Thickness|FL|1|
300A00F4|BlockSequence|Block​Sequence|SQ|1|
300A00F5|BlockTrayId|Block​Tray​ID|SH|1|
300A00F6|SourceToBlockTrayDistance|Source​To​Block​Tray​Distance|DS|1|
300A00F7|IsocenterToBlockTrayDistance|Isocenter​To​Block​Tray​Distance|FL|1|
300A00F8|BlockType|Block​Type|CS|1|
300A00F9|AccessoryCode|Accessory​Code|LO|1|
300A00FA|BlockDivergence|Block​Divergence|CS|1|
300A00FB|BlockMountingPosition|Block​Mounting​Position|CS|1|
300A00FC|BlockNumber|Block​Number|IS|1|
300A00FE|BlockName|Block​Name|LO|1|
300A0100|BlockThickness|Block​Thickness|DS|1|
300A0102|BlockTransmission|Block​Transmission|DS|1|
300A0104|BlockNumberOfPoints|Block​Number​Of​Points|IS|1|
300A0106|BlockData|Block​Data|DS|2-2n|
300A0107|ApplicatorSequence|Applicator​Sequence|SQ|1|
300A0108|ApplicatorId|Applicator​ID|SH|1|
300A0109|ApplicatorType|Applicator​Type|CS|1|
300A010A|ApplicatorDescription|Applicator​Description|LO|1|
300A010C|CumulativeDoseReferenceCoefficient|Cumulative​Dose​Reference​Coefficient|DS|1|
300A010E|FinalCumulativeMetersetWeight|Final​Cumulative​Meterset​Weight|DS|1|
300A0110|NumberOfControlPoints|Number​Of​Control​Points|IS|1|
300A0111|ControlPointSequence|Control​Point​Sequence|SQ|1|
300A0112|ControlPointIndex|Control​Point​Index|IS|1|
300A0114|NominalBeamEnergy|Nominal​Beam​Energy|DS|1|
300A0115|DoseRateSet|Dose​Rate​Set|DS|1|
300A0116|WedgePositionSequence|Wedge​Position​Sequence|SQ|1|
300A0118|WedgePosition|Wedge​Position|CS|1|
300A011A|BeamLimitingDevicePositionSequence|Beam​Limiting​Device​Position​Sequence|SQ|1|
300A011C|Leaf/JawPositions|Leaf​Jaw​Positions|DS|2-2n|
300A011E|GantryAngle|Gantry​Angle|DS|1|
300A011F|GantryRotationDirection|Gantry​Rotation​Direction|CS|1|
300A0120|BeamLimitingDeviceAngle|Beam​Limiting​Device​Angle|DS|1|
300A0121|BeamLimitingDeviceRotationDirection|Beam​Limiting​Device​Rotation​Direction|CS|1|
300A0122|PatientSupportAngle|Patient​Support​Angle|DS|1|
300A0123|PatientSupportRotationDirection|Patient​Support​Rotation​Direction|CS|1|
300A0124|TableTopEccentricAxisDistance|Table​Top​Eccentric​Axis​Distance|DS|1|
300A0125|TableTopEccentricAngle|Table​Top​Eccentric​Angle|DS|1|
300A0126|TableTopEccentricRotationDirection|Table​Top​Eccentric​Rotation​Direction|CS|1|
300A0128|TableTopVerticalPosition|Table​Top​Vertical​Position|DS|1|
300A0129|TableTopLongitudinalPosition|Table​Top​Longitudinal​Position|DS|1|
300A012A|TableTopLateralPosition|Table​Top​Lateral​Position|DS|1|
300A012C|IsocenterPosition|Isocenter​Position|DS|3|
300A012E|SurfaceEntryPoint|Surface​Entry​Point|DS|3|
300A0130|SourceToSurfaceDistance|Source​To​Surface​Distance|DS|1|
300A0131|AverageBeamDosePointSourceToExternalContourDistance|Average​Beam​Dose​Point​Source​To​External​Contour​Distance|FL|1|
300A0132|SourceToExternalContourDistance|Source​To​External​Contour​Distance|FL|1|
300A0133|ExternalContourEntryPoint|External​Contour​Entry​Point|FL|3|
300A0134|CumulativeMetersetWeight|Cumulative​Meterset​Weight|DS|1|
300A0140|TableTopPitchAngle|Table​Top​Pitch​Angle|FL|1|
300A0142|TableTopPitchRotationDirection|Table​Top​Pitch​Rotation​Direction|CS|1|
300A0144|TableTopRollAngle|Table​Top​Roll​Angle|FL|1|
300A0146|TableTopRollRotationDirection|Table​Top​Roll​Rotation​Direction|CS|1|
300A0148|HeadFixationAngle|Head​Fixation​Angle|FL|1|
300A014A|GantryPitchAngle|Gantry​Pitch​Angle|FL|1|
300A014C|GantryPitchRotationDirection|Gantry​Pitch​Rotation​Direction|CS|1|
300A014E|GantryPitchAngleTolerance|Gantry​Pitch​Angle​Tolerance|FL|1|
300A0150|FixationEye|Fixation​Eye|CS|1|
300A0151|ChairHeadFramePosition|Chair​Head​Frame​Position|DS|1|
300A0152|HeadFixationAngleTolerance|Head​Fixation​Angle​Tolerance|DS|1|
300A0153|ChairHeadFramePositionTolerance|Chair​Head​Frame​Position​Tolerance|DS|1|
300A0154|FixationLightAzimuthalAngleTolerance|Fixation​Light​Azimuthal​Angle​Tolerance|DS|1|
300A0155|FixationLightPolarAngleTolerance|Fixation​Light​Polar​Angle​Tolerance|DS|1|
300A0180|PatientSetupSequence|Patient​Setup​Sequence|SQ|1|
300A0182|PatientSetupNumber|Patient​Setup​Number|IS|1|
300A0183|PatientSetupLabel|Patient​Setup​Label|LO|1|
300A0184|PatientAdditionalPosition|Patient​Additional​Position|LO|1|
300A0190|FixationDeviceSequence|Fixation​Device​Sequence|SQ|1|
300A0192|FixationDeviceType|Fixation​Device​Type|CS|1|
300A0194|FixationDeviceLabel|Fixation​Device​Label|SH|1|
300A0196|FixationDeviceDescription|Fixation​Device​Description|ST|1|
300A0198|FixationDevicePosition|Fixation​Device​Position|SH|1|
300A0199|FixationDevicePitchAngle|Fixation​Device​Pitch​Angle|FL|1|
300A019A|FixationDeviceRollAngle|Fixation​Device​Roll​Angle|FL|1|
300A01A0|ShieldingDeviceSequence|Shielding​Device​Sequence|SQ|1|
300A01A2|ShieldingDeviceType|Shielding​Device​Type|CS|1|
300A01A4|ShieldingDeviceLabel|Shielding​Device​Label|SH|1|
300A01A6|ShieldingDeviceDescription|Shielding​Device​Description|ST|1|
300A01A8|ShieldingDevicePosition|Shielding​Device​Position|SH|1|
300A01B0|SetupTechnique|Setup​Technique|CS|1|
300A01B2|SetupTechniqueDescription|Setup​Technique​Description|ST|1|
300A01B4|SetupDeviceSequence|Setup​Device​Sequence|SQ|1|
300A01B6|SetupDeviceType|Setup​Device​Type|CS|1|
300A01B8|SetupDeviceLabel|Setup​Device​Label|SH|1|
300A01BA|SetupDeviceDescription|Setup​Device​Description|ST|1|
300A01BC|SetupDeviceParameter|Setup​Device​Parameter|DS|1|
300A01D0|SetupReferenceDescription|Setup​Reference​Description|ST|1|
300A01D2|TableTopVerticalSetupDisplacement|Table​Top​Vertical​Setup​Displacement|DS|1|
300A01D4|TableTopLongitudinalSetupDisplacement|Table​Top​Longitudinal​Setup​Displacement|DS|1|
300A01D6|TableTopLateralSetupDisplacement|Table​Top​Lateral​Setup​Displacement|DS|1|
300A0200|BrachyTreatmentTechnique|Brachy​Treatment​Technique|CS|1|
300A0202|BrachyTreatmentType|Brachy​Treatment​Type|CS|1|
300A0206|TreatmentMachineSequence|Treatment​Machine​Sequence|SQ|1|
300A0210|SourceSequence|Source​Sequence|SQ|1|
300A0212|SourceNumber|Source​Number|IS|1|
300A0214|SourceType|Source​Type|CS|1|
300A0216|SourceManufacturer|Source​Manufacturer|LO|1|
300A0218|ActiveSourceDiameter|Active​Source​Diameter|DS|1|
300A021A|ActiveSourceLength|Active​Source​Length|DS|1|
300A021B|SourceModelId|Source​Model​ID|SH|1|
300A021C|SourceDescription|Source​Description|LO|1|
300A0222|SourceEncapsulationNominalThickness|Source​Encapsulation​Nominal​Thickness|DS|1|
